id,wrong,correct
1515,thort,thought
1516,thorugh,thought
1517,thot,thought
1518,though,thought
1519,throught,thought
1520,thee,three
1521,frow,threw
1522,through,threw
1523,throw,through
1524,thruogth,through
1525,thorght,throw
1526,tired,tied
1527,utill,till
1528,thim,time
1529,tim,time
1530,tin,tinned
1531,tiper,tip
1532,tope,tip
1533,tipe,tipped
1534,qu,to
1535,the,to
1536,too,to
1537,tow,to
1538,two,to
1539,to_gether,together
1540,to,told
1541,tod,told
1542,toled,told
1543,to_morrow,tomorrow
1544,tommorrow,tomorrow
1545,tung,tongue
1546,to_night,tonight
1547,to_nigth,tonight
1548,tonigth,tonight
1549,toner,tonner
1550,to,too
1551,two,too
1552,thc,took
1553,too,took
1554,tuck,took
1555,toch,touched
1556,towords,towards
1557,towe,towel
1558,tower,towers
1559,trator,tractor
1560,tamp,tramp
1561,trmp,tramp
1562,trmp,tramps
1563,crat,trap
1564,tashie,trashy
1565,thresher,treasure
1566,tresure,treasure
1567,three,tree
1568,treee,tree
1569,tree,trees
1570,trid,tried
1571,trobel,trouble
1572,troefle,trouble
1573,truble,trouble
1574,traing,trying
1575,tring,trying
1576,trining,trying
1577,try,trying
1578,tern,turn
1579,turne,turn
1580,twentone,twenty_one
1581,to,two
1582,unlce,uncle
1583,uncoshers,unconscious
1584,an_cafferd,uncovered
1585,undergroth,undergrowth
1586,under_nethe,underneath
1587,unispected,unexpected
1588,unfitt,unfit
1589,on_hethy,unhealthy
1590,uatill,until
1591,untill,until
1592,apen,upon
1593,apone,upon
1594,up_stairs,upstairs
1595,hus,us
1596,use,us
1597,use't,used
1598,ust,used
1599,usfull,useful
1600,usally,usually
1601,veracular,vernacular
1602,every,very
1603,vent,vet
1604,vethn,vet
1605,vethu,vet
1606,vetin,vet
1607,volonteered,volunteered
1608,wagon,waggon
1609,wat,wait
1610,wate,wait
1611,weight,wait
1612,wated,waited
1613,whated,waited
1614,waten,waiting
1615,wating,waiting
1616,whating,waiting
1617,walk,walked
1618,wark,walked
1619,warked,walked
1620,wocer,walked
1621,warking,walking
1622,molh,wall
1623,wah,wall
1624,wand,want
1625,wat,want
1626,whan't,want
1627,whant,want
1628,whon,want
1629,whont,want
1630,won't,want
1631,wont,want
1632,woth,want
1633,whanted,wanted
1634,whated,wanted
1635,wonted,wanted
1636,want,wants
1637,wornd,warned
1638,we,was
1639,wos,was
1640,wosh,wash
1641,wosh,washed
1642,wasnt,wasn't
1643,wastent,wasn't
1644,whan't,wasn't
1645,whdn't,wasn't
1646,wach,watch
1647,wacth,watch
1648,wakh,watch
1649,wash,watch
1650,watcheing,watching
1651,waterrat,water-rat
1652,wavey,wavy
1653,wel,we'll
1654,well,we'll
1655,will,we'll
1656,were,we're
1657,wasel,weasel
1658,wead,weed
1659,weeke,week
1660,week_ends,weekends
1661,weekend,weekends
1662,week,weeks
1663,weping,weeping
1664,wade,weighed
1665,waid,weighed
1666,waying,weighing
1667,sent,went
1668,wen,went
1669,wend,went
1670,wens,went
1671,wet,went
1672,weth,went
1673,wetn,went
1674,when,went
1675,whenet,went
1676,whent,went
1677,wit,went
1678,wnet,went
1679,wher,were
1680,where,were
1681,were'nt,weren't
1682,wern't,weren't
1683,whernt,weren't
1684,weat,wet
1685,want,what
1686,wat,what
1687,wate,what
1688,wath,what
1689,wha't,what
1690,whate,what
1691,whats,what
1692,whot,what
1693,wot,what
1694,what,what's
1695,whats,what's
1696,what_ever,whatever
1697,weel,wheel
1698,wen,when
1699,went,when
1700,whe,when
1701,where,when
1702,were,where
1703,were_ever,wherever
1704,where_ever,wherever
1705,wich,which
1706,witch,which
1707,wil,while
1708,wiskey,whiskey
1709,wiscell,whistle
1710,wisheld,whistled
1711,withe,white
1712,how,who
1713,who_evers,whoever's
1714,hows,whose
1715,who,whose
1716,we'll,will
1717,wippd,wiped
1718,wich,witch
1719,wiche,witch
1720,wiht,with
1721,wis,with
1722,with_out,without
1723,wok,woke
1724,wamon,woman
1725,women,woman
1726,womon,woman
1727,one,won
1728,won,won't
1729,wont,won't
1730,wund,wonder
1731,wunder,wonder
1732,wonder,wondered
1733,wondoful,wonderful
1734,work,working
1735,work_men,workmen
1736,wonrs,works
1737,work,works
1738,wors,works
1739,worme,worm
1740,worid,worried
1741,worred,worried
1742,worye,worry
1743,rite,write
1744,writeing,writing
1745,ron,wrong
1746,rong,wrong
1747,wong,wrong
1748,roat,wrote
1749,yanky,yankee
1750,year,years
1751,yers,years
1752,yess,yes
1753,yet,yes
1754,yeth,yet
1755,yew,you
1756,your,you
1757,yow,you
1758,you,you'll
1759,your,you'll
1760,your,you're
1761,yow,you're
1762,you,you've
1763,yung,young
1764,yor,your
1765,you,your
1766,youre,your
1767,you,yours
1768,yourns,yours
1769,your_self,yourself
1770,your_sleve,yourself
1771,yourseff,yourself
