id,wrong,correct
1307,lisense,licence
1308,lisence,license
1309,lisense,license
1310,licenced,licensed
1311,licencing,licensing
1312,leutenant,lieutenant
1313,lief,life
1314,lightyear,light_year
1315,lightyears,light_year
1316,liek,like
1317,liuke,like
1318,liekd,liked
1319,likelyhood,likelihood
1320,libguistic,linguistic
1321,libguistics,linguistics
1322,liquify,liquefy
1323,litature,literature
1324,literture,literature
1325,littel,little
1326,livley,lively
1327,lonelyness,loneliness
1328,lonley,lonely
1329,lonly,lonely
1330,loosing,losing
1331,alot,lot
1332,loev,love
1333,lveo,love
1334,lvoe,love
1335,lieing,lying
1336,maked,made
1337,magolia,magnolia
1338,maintainance,maintenance
1339,maintainence,maintenance
1340,maintance,maintenance
1341,maintenence,maintenance
1342,marjority,majority
1343,amke,make
1344,mkae,make
1345,mkea,make
1346,makse,makes
1347,mkaes,makes
1348,amking,making
1349,mkaing,making
1350,mamal,mammal
1351,mamalian,mammalian
1352,managment,management
1353,manouver,maneuver
1354,manuever,maneuver
1355,manoeuverability,maneuverability
1356,manouverability,maneuverability
1357,manouverable,maneuverable
1358,manouvers,maneuvers
1359,manuevers,maneuvers
1360,manoeuverability,manoeuvrability
1361,manouverability,manoeuvrability
1362,manouverable,manoeuvrable
1363,manouver,manoeuvre
1364,manuever,manoeuvre
1365,manouvers,manoeuvres
1366,manuevers,manoeuvres
1367,manufature,manufacture
1368,manufatured,manufactured
1369,manufaturing,manufacturing
1370,mear,mare
1371,maked,marked
1372,marketting,marketing
1373,marrage,marriage
1374,marraige,marriage
1375,marryied,married
1376,massmedia,mass_media
1377,mathmatician,mathematician
1378,matheticians,mathematicians
1379,mathmaticians,mathematicians
1380,mathamatics,mathematics
1381,medeival,mediaeval
1382,medacine,medicine
1383,medeival,medieval
1384,memeber,member
1385,maintioned,mentioned
1386,mear,mere
1387,messanger,messenger
1388,metalic,metallic
1389,metalurgic,metallurgic
1390,metalurgical,metallurgical
1391,metalurgy,metallurgy
1392,metamorphysis,metamorphosis
1393,midwifes,midwives
1394,mileau,milieu
1395,mileu,milieu
1396,millitary,military
1397,milennium,millennium
1398,millenium,millennium
1399,millepede,millipede
1400,minature,miniature
1401,ministery,ministry
1402,miniscule,minuscule
1403,miscelaneous,miscellaneous
1404,miscellanious,miscellaneous
1405,miscellanous,miscellaneous
1406,mischeivous,mischievous
1407,mischevious,mischievous
1408,mischievious,mischievous
1409,misdameanor,misdemeanor
1410,misdemenor,misdemeanor
1411,misdameanors,misdemeanors
1412,misdemenors,misdemeanors
1413,misdameanor,misdemeanour
1414,misdemenor,misdemeanour
1415,misdameanors,misdemeanours
1416,misdemenors,misdemeanours
1417,mysogynist,misogynist
1418,mysogyny,misogyny
1419,missle,missel
1420,misile,missile
1421,missle,missile
1422,mispelling,misspelling
1423,missen,mizzen
1424,modle,model
1425,moent,moment
1426,monestaries,monasteries
1427,monestary,monastery
1428,monestary,monetary
1429,moeny,money
1430,monolite,monolithic
1431,mroe,more
1432,omre,more
1433,morgage,mortgage
1434,famoust,most_famous
1435,motiviated,motivated
1436,movei,movie
1437,mucuous,mucous
1438,muncipalities,municipalities
1439,muncipality,municipality
1440,muder,murder
1441,mudering,murdering
1442,muscels,muscles
1443,muscels,mussels
1444,myraid,myriad
1445,mysef,myself
1446,misterious,mysterious
1447,misteryous,mysterious
1448,mysterous,mysterious
1449,mistery,mystery
1450,naturual,natural
1451,naturaly,naturally
1452,naturely,naturally
1453,naturually,naturally
1454,neccesarily,necessarily
1455,neccessarily,necessarily
1456,necesarily,necessarily
1457,nessasarily,necessarily
1458,neccesary,necessary
1459,neccessary,necessary
1460,necesary,necessary
1461,ened,need
1462,neglible,negligible
1463,negligable,negligible
1464,negociate,negotiate
1465,negociation,negotiation
1466,negotation,negotiation
1467,neigbour,neighbor
1468,neigbouring,neighboring
1469,neigbours,neighbors
1470,neigbour,neighbour
1471,neigbouring,neighbouring
1472,neigbours,neighbours
1473,enxt,next
1474,neice,nice
1475,nickle,nickel
1476,neice,niece
1477,ninteenth,nineteenth
1478,ninty,ninety
1479,nineth,ninth
1480,noone,no_one
1481,noth,north
1482,northereastern,northeastern
1483,northen,northern
1484,nothern,northern
1485,nto,not
1486,onot,not
1487,noteable,notable
1488,noteably,notably
1489,onot,note
1490,noticable,noticeable
1491,noticible,noticeable
1492,noticeing,noticing
1493,noteriety,notoriety
1494,noveau,nouveau
1495,nucular,nuclear
1496,nuculear,nuclear
1497,nuisanse,nuisance
1498,nusance,nuisance
1499,nutritent,nutrient
1500,nutritents,nutrients
1501,obediance,obedience
1502,obediant,obedient
1503,obstacal,obstacle
1504,ocasion,occasion
1505,ocassion,occasion
1506,occassion,occasion
1507,ocasional,occasional
1508,ocassional,occasional
1509,occassional,occasional
1510,ocasionally,occasionally
1511,ocasionaly,occasionally
1512,ocassionally,occasionally
1513,occassionally,occasionally
1514,occassionaly,occasionally
1515,ocasioned,occasioned
1516,ocassioned,occasioned
1517,occassioned,occasioned
1518,ocasions,occasions
1519,ocassions,occasions
1520,occassions,occasions
1521,occurr,occur
1522,ocurr,occur
1523,occured,occurred
1524,ocurred,occurred
1525,occurance,occurrence
1526,occurence,occurrence
1527,occurrance,occurrence
1528,ocurrance,occurrence
1529,ocurrence,occurrence
1530,occurances,occurrences
1531,occurences,occurrences
1532,occurrances,occurrences
1533,occuring,occurring
1534,octohedral,octahedral
1535,octohedron,octahedron
1536,offical,official
1537,offically,officially
1538,officaly,officially
1539,officialy,officially
1540,oging,ogling
1541,omision,omission
1542,ommision,omission
1543,omited,omitted
1544,ommited,omitted
1545,ommitted,omitted
1546,omiting,omitting
1547,ommiting,omitting
1548,ommitting,omitting
1549,omniverous,omnivorous
1550,omniverously,omnivorously
1551,noone,one
1552,lonly,only
1553,onyl,only
1554,opthalmic,ophthalmic
1555,opthalmologist,ophthalmologist
1556,opthamologist,ophthalmologist
1557,opthalmology,ophthalmology
1558,oppinion,opinion
1559,oponent,opponent
1560,oportunity,opportunity
1561,oposite,opposite
1562,oposition,opposition
1563,opression,oppression
1564,opressive,oppressive
1565,optomism,optimism
1566,erally,orally
1567,orgin,organ
1568,organim,organism
1569,orgin,origin
1570,orginal,original
1571,origional,original
1572,originaly,originally
1573,originnally,originally
1574,orignally,originally
1575,otehr,other
1576,overshaddowed,overshadowed
1577,overwelming,overwhelming
1578,oxigen,oxygen
1579,oximoron,oxymoron
1580,paide,paid
1581,payed,paid
1582,palce,palace
1583,pamplet,pamphlet
1584,pantomine,pantomime
1585,parrakeets,parakeets
1586,paralel,parallel
1587,paralell,parallel
1588,parralel,parallel
1589,parrallel,parallel
1590,parrallell,parallel
1591,paraphenalia,paraphernalia
1592,paranthesis,parenthesis
1593,paliamentarian,parliamentarian
1594,parituclar,particular
1595,particularily,particularly
1596,pased,passed
1597,pasttime,pastime
1598,pastural,pastoral
1599,pattented,patented
1600,peculure,peculiar
1601,perjorative,pejorative
1602,penatly,penalty
1603,penninsula,peninsula
1604,penninsular,peninsula
1605,pennisula,peninsula
1606,penninsular,peninsular
1607,peopel,people
1608,percepted,perceived
1609,percieved,perceived
1610,performence,performance
1611,performes,performed
1612,performes,performs
1613,perhasp,perhaps
1614,perheaps,perhaps
1615,perhpas,perhaps
1616,perphas,perhaps
1617,peripathetic,peripatetic
1618,perjery,perjury
1619,permenant,permanent
1620,permissable,permissible
1621,premission,permission
1622,perpindicular,perpendicular
1623,persistance,persistence
1624,persistant,persistent
1625,personel,personal
1626,personel,personnel
1627,personell,personnel
1628,personnell,personnel
1629,pursuade,persuade
1630,pursuaded,persuaded
1631,pursuades,persuades
1632,pususading,persuading
1633,pertubation,perturbation
1634,pertubations,perturbations
1635,petetion,petition
1636,phenonmena,phenomena
1637,phenomenonal,phenomenal
1638,phenomenonly,phenomenal
1639,phenomenonly,phenomenally
1640,phenomonenon,phenomenon
1641,feromone,pheromone
1642,fiel,phial
1643,fiels,phials
1644,philisopher,philosopher
1645,philisophical,philosophical
1646,philisophy,philosophy
1647,fonetic,phonetic
1648,phongraph,phonograph
1649,peice,piece
1650,pilgrimmage,pilgrimage
1651,pilgrimmages,pilgrimages
1652,pinapple,pineapple
1653,pinnaple,pineapple
1654,pich,pitch
1655,palce,place
1656,plantiff,plaintiff
1657,planed,planned
1658,playwrite,playwright
1659,playwrites,playwrights
1660,plesant,pleasant
1661,peom,poem
1662,peoms,poems
1663,peotry,poetry
1664,progrom,pogrom
1665,progroms,pogroms
1666,poisin,poison
1667,polinator,pollinator
1668,polute,pollute
1669,poluted,polluted
1670,polutes,pollutes
1671,poluting,polluting
1672,polution,pollution
1673,pomegranite,pomegranate
1674,popularaty,popularity
1675,protrayed,portrayed
1676,positon,position
1677,possition,position
1678,postion,position
1679,positon,positron
1680,posess,possess
1681,posessed,possessed
1682,posesses,possesses
1683,posseses,possesses
1684,posessing,possessing
1685,possesing,possessing
1686,posession,possession
1687,possesion,possession
1688,possibilty,possibility
1689,possable,possible
1690,possably,possibly
1691,pwoer,power
1692,powerfull,powerful
1693,practial,practical
1694,practially,practically
1695,practicaly,practically
1696,practicly,practically
1697,practicioner,practitioner
1698,practicioners,practitioners
1699,prairy,prairie
1700,preample,preamble
1701,preceed,precede
1702,preceeded,preceded
1703,preceeds,precedes
1704,preceeding,preceding
1705,precurser,precursor
1706,precedessor,predecessor
1707,prominately,predominately
1708,preferrably,preferably
1709,prefered,preferred
1710,prefering,preferring
1711,pregancies,pregnancies
1712,premeire,premiere
1713,premeired,premiered
1714,prepartion,preparation
1715,prepair,prepare
1716,perogative,prerogative
1717,presense,presence
1718,presidental,presidential
1719,prestigeous,prestigious
1720,prestigous,prestigious
1721,presumibly,presumably
1722,prevelant,prevalent
1723,previvous,previous
1724,primative,primitive
1725,primatively,primitively
1726,primatives,primitives
1727,primordal,primordial
1728,pricipal,principal
1729,priciple,principle
1730,privelege,privilege
1731,privelige,privilege
1732,privilage,privilege
1733,priviledge,privilege
1734,privledge,privilege
1735,priveleged,privileged
1736,priveliged,privileged
1737,priveledges,privileges
1738,priveleges,privileges
1739,priveliges,privileges
1740,priviledges,privileges
1741,protem,pro_tem
1742,probalibity,probability
1743,probablly,probably
1744,probaly,probably
1745,probelm,problem
1746,procedger,procedure
1747,proceedure,procedure
1748,procede,proceed
1749,proceded,proceeded
1750,proceding,proceeding
1751,procedings,proceedings
1752,proccess,process
1753,proccessing,processing
1754,proclamed,proclaimed
1755,proclaming,proclaiming
1756,proclomation,proclamation
1757,profesion,profession
1758,proffesion,profession
1759,profesor,professor
1760,proffesor,professor
1761,profesion,profusion
1762,progrom,program
1763,programable,programmable
1764,progroms,programs
1765,prohabition,prohibition
1766,prologomena,prolegomena
1767,profilic,prolific
1768,prominance,prominence
1769,prominant,prominent
1770,prominantly,prominently
1771,prominately,prominently
1772,promiscous,promiscuous
1773,pronomial,pronominal
1774,pronounciation,pronunciation
1775,propoganda,propaganda
1776,propogate,propagate
1777,propogates,propagates
1778,propellor,propeller
1779,propellors,propellers
1780,propper,proper
1781,prophacy,prophecy
1782,propotions,proportions
1783,propietary,proprietary
1784,proprietory,proprietary
1785,proseletyzing,proselytizing
1786,protaganist,protagonist
1787,protaganists,protagonists
1788,protem,protein
1789,protruberance,protuberance
1790,provded,provided
1791,pseudonyn,pseudonym
1792,pseudononymous,pseudonymous
1793,psyhic,psychic
1794,pyscic,psychic
1795,psycology,psychology
1796,publically,publicly
1797,pumkin,pumpkin
1798,perphas,purpose
1799,purposedly,purposely
1800,persue,pursue
1801,persuing,pursuing
1802,persuit,pursuit
1803,puting,putting
1804,quantaty,quantity
1805,quantitiy,quantity
1806,quarantaine,quarantine
1807,quicklyu,quickly
1808,qtuie,quiet
1809,qutie,quiet
1810,qtuie,quite
1811,qutie,quite
1812,quizes,quizzes
1813,rabinnical,rabbinical
1814,rarified,rarefied
1815,radify,ratify
1816,rela,real
1817,relized,realised
1818,relized,realized
1819,erally,really
1820,raelly,really
1821,realy,really
1822,realyl,really
1823,relaly,really
1824,reacll,recall
1825,receeded,receded
1826,receeding,receding
1827,reciept,receipt
1828,recieve,receive
1829,recieved,received
1830,reciever,receiver
1831,recievers,receivers
1832,recieves,receives
1833,recieving,receiving
1834,recepient,recipient
1835,recipiant,recipient
1836,recepients,recipients
1837,recipiants,recipients
1838,recogize,recognize
1839,reccomend,recommend
1840,reccommend,recommend
1841,recomend,recommend
1842,reccomended,recommended
1843,reccommended,recommended
1844,recomended,recommended
1845,reccomending,recommending
1846,reccommending,recommending
1847,recomending,recommending
1848,recomends,recommends
1849,reconcilation,reconciliation
1850,reconaissance,reconnaissance
1851,reconnaissence,reconnaissance
1852,recrod,record
1853,recrational,recreational
1854,reccuring,recurring
1855,revaluated,reevaluated
1856,referrence,reference
1857,refference,reference
1858,referal,referral
1859,refered,referred
1860,reffered,referred
1861,refering,referring
1862,referrs,refers
1863,refridgerator,refrigerator
1864,refusla,refusal
1865,irregardless,regardless
1866,regluar,regular
1867,reguarly,regularly
1868,regularily,regularly
1869,rehersal,rehearsal
1870,relatiopnship,relationship
1871,relativly,relatively
1872,relevence,relevance
1873,relevent,relevant
1874,releive,relieve
1875,releived,relieved
1876,religeous,religious
1877,religous,religious
1878,remeber,remember
1879,rememberance,remembrance
1880,remembrence,remembrance
1881,reminescent,reminiscent
1882,reminent,remnant
1883,reknown,renown
1884,reknowned,renowned
1885,repatition,repartition
1886,repentence,repentance
1887,repentent,repentant
1888,repatition,repetition
1889,repetion,repetition
1890,representive,representative
1891,representives,representatives
1892,recquired,required
1893,resemblence,resemblance
1894,ressemblance,resemblance
1895,ressemblence,resemblance
1896,ressemble,resemble
1897,ressembled,resembled
1898,ressembling,resembling
1899,recide,reside
1900,recided,resided
1901,recident,resident
1902,recidents,residents
1903,reciding,residing
1904,resistence,resistance
1905,resistent,resistant
1906,resistable,resistible
1907,reponse,response
1908,responce,response
1909,responnsibilty,responsibility
1910,reponsible,responsible
1911,restaraunt,restaurant
1912,resteraunt,restaurant
1913,restraunt,restaurant
1914,restaraunts,restaurants
1915,resteraunts,restaurants
1916,restauration,restoration
1917,restraunt,restraint
1918,resurecting,resurrecting
1919,ressurection,resurrection
1920,retalitated,retaliated
1921,retalitation,retaliation
1922,reversable,reversible
1923,revolutionar,revolutionary
1924,rewriet,rewrite
1925,rhymme,rhyme
1926,rhythem,rhythm
1927,rhythim,rhythm
1928,rythem,rhythm
1929,rythim,rhythm
1930,rythm,rhythm
1931,rediculous,ridiculous
1932,rigeur,rigor
1933,rigourous,rigorous
1934,rigeur,rigour
1935,rininging,ringing
1936,rococco,rococo
1937,roomate,room-mate
1938,roomate,roommate
1939,rougly,roughly
1940,rulle,rule
1941,sacrafice,sacrifice
1942,saftey,safety
1943,salery,salary
1944,smae,same
1945,sandwhich,sandwich
1946,sasy,sassy
1947,satelite,satellite
1948,sattelite,satellite
1949,satelites,satellites
1950,sattelites,satellites
1951,sotyr,satyr
1952,sasy,says
1953,syas,says
1954,scaleable,scalable
1955,schedual,schedule
1956,scholarstic,scholarly
1957,scholarstic,scholastic
1958,clera,sclera
1959,scirpt,script
1960,scripot,script
1961,scoll,scroll
1962,seceed,secede
1963,secceeded,seceded
1964,seceeded,seceded
1965,secratary,secretary
1966,secretery,secretary
1967,sieze,seize
1968,siezed,seized
1969,siezing,seizing
1970,siezure,seizure
1971,siezures,seizures
1972,sence,sense
1973,seperate,separate
1974,seperated,separated
1975,seperately,separately
1976,seperates,separates
1977,seperating,separating
1978,seperation,separation
1979,sepulchure,sepulcher
1980,sepulcre,sepulcher
1981,sepulchure,sepulchre
1982,sepulcre,sepulchre
1983,sargant,sergeant
1984,cervial,serval
1985,cervial,servile
1986,severeal,several
1987,severley,severely
1988,shaddow,shadow
1989,sheat,sheath
1990,sheat,sheet
1991,sherif,sheriff
1992,shineing,shining
1993,shoudl,should
1994,shoudln,should
1995,sould,should
1996,shoudln,shouldn't
1997,shouldnt,shouldn't
1998,sohw,show
1999,sedereal,sidereal
2000,sideral,sidereal
2001,seige,siege
2002,signitories,signatories
2003,signitory,signatory
2004,signifantly,significantly
2005,significently,significantly
2006,similiar,similar
2007,simmilar,similar
2008,similiarity,similarity
2009,similarily,similarly
2010,simplier,simpler
2011,simpley,simply
2012,simultanous,simultaneous
2013,sicne,since
2014,sinse,since
2015,sincerley,sincerely
2016,sinse,sines
2017,singsog,singsong
2018,sieze,size
2019,siezed,sized
2020,siezing,sizing
2021,snese,sneeze
2022,sould,sold
2023,soliders,soldiers
2024,soliliquy,soliloquy
2025,solatary,solitary
2026,smoe,some
2027,soem,some
2028,sophicated,sophisticated
2029,suphisticated,sophisticated
2030,sophmore,sophomore
2031,soudn,sound
2032,soudns,sounds
2033,suop,soup
2034,sourth,south
2035,sourthern,southern
2036,souvenier,souvenir
2037,souveniers,souvenirs
2038,soverign,sovereign
2039,sovereignity,sovereignty
2040,soverignity,sovereignty
2041,speciallized,specialised
2042,speciallized,specialized
2043,specif,specific
2044,specif,specify
2045,speciman,specimen
2046,spectauclar,spectacular
2047,speach,speech
2048,spermatozoan,spermatozoa
2049,spermatozoan,spermatozoon
2050,sponser,sponsor
2051,sponzored,sponsored
2052,spontanous,spontaneous
2053,spreaded,spread
2054,strat,start
2055,statment,statement
2056,stpo,stop
2057,storeis,stories
2058,storise,stories
2059,sotry,story
2060,sotyr,story
2061,stopry,story
2062,stoyr,story
2063,stroy,story
2064,strnad,strand
2065,stange,strange
2066,strat,strata
2067,startegic,strategic
2068,startegies,strategies
2069,stradegies,strategies
2070,startegy,strategy
2071,stradegy,strategy
2072,strenght,strength
2073,strenghen,strengthen
2074,strenghten,strengthen
2075,strenghened,strengthened
2076,strenghtened,strengthened
2077,strenghening,strengthening
2078,strenghtening,strengthening
2079,strenous,strenuous
2080,strictist,strictest
2081,stingent,stringent
2082,strived,striven
2083,stornegst,strongest
2084,strived,strove
2085,stucture,structure
2086,stuctured,structured
2087,stubborness,stubbornness
2088,studdy,study
2089,stilus,stylus
2090,sepina,subpoena
2091,subsidary,subsidiary
2092,subsiduary,subsidiary
2093,substace,substance
2094,substatial,substantial
2095,subterranian,subterranean
2096,substract,subtract
2097,substracted,subtracted
2098,substracting,subtracting
2099,substraction,subtraction
2100,substracts,subtracts
2101,seceed,succeed
2102,suceed,succeed
2103,secceeded,succeeded
2104,seceeded,succeeded
2105,suceeded,succeeded
2106,suceeding,succeeding
2107,suceeds,succeeds
2108,sucess,success
2109,sucesses,successes
2110,succesful,successful
2111,successfull,successful
2112,sucesful,successful
2113,sucessfull,successful
2114,succesfully,successfully
2115,succesfuly,successfully
2116,sucesfully,successfully
2117,sucesfuly,successfully
2118,sucessfully,successfully
2119,sucessfuly,successfully
2120,succesion,succession
2121,sucesion,succession
2122,sucession,succession
2123,succesive,successive
2124,sucessive,successive
2125,sufficent,sufficient
2126,sufficently,sufficiently
2127,sufferage,suffrage
2128,sumary,summary
2129,superintendant,superintendent
2130,supercede,supersede
2131,superceded,superseded
2132,surplanted,supplanted
2133,wupport,support
2134,supose,suppose
2135,suposed,supposed
2136,suposedly,supposedly
2137,suposes,supposes
2138,suposing,supposing
2139,supress,suppress
2140,supressed,suppressed
2141,surpressed,suppressed
2142,supresses,suppresses
2143,supressing,suppressing
2144,surley,surely
2145,surley,surly
2146,suprise,surprise
2147,suprize,surprise
2148,surprize,surprise
2149,suprised,surprised
2150,suprized,surprised
2151,surprized,surprised
2152,suprising,surprising
2153,suprizing,surprising
2154,surprizing,surprising
2155,suprisingly,surprisingly
2156,suprizingly,surprisingly
2157,surprizingly,surprisingly
2158,surrended,surrendered
2159,surrepetitious,surreptitious
2160,surreptious,surreptitious
2161,surrepetitiously,surreptitiously
2162,surreptiously,surreptitiously
2163,suround,surround
2164,surounded,surrounded
2165,surrended,surrounded
2166,surounding,surrounding
2167,suroundings,surroundings
2168,surounds,surrounds
2169,surveyer,surveyor
2170,survivers,survivors
2171,suseptible,susceptible
2172,swaer,swear
2173,swaers,swears
2174,swiming,swimming
2175,symmetral,symmetric
2176,symetrical,symmetrical
2177,symetrically,symmetrically
2178,symmetricaly,symmetrically
2179,symetry,symmetry
2180,synonomous,synonymous
2181,syphyllis,syphilis
2182,syrap,syrup
2183,tkae,take
2184,tkaes,takes
2185,tkaing,taking
2186,talekd,talked
2187,tlaking,talking
2188,targetted,targeted
2189,targetting,targeting
2190,tast,taste
2191,tattooes,tattoos
2192,teached,taught
2193,taxanomic,taxonomic
2194,taxanomy,taxonomy
2195,techician,technician
2196,techicians,technicians
2197,temperment,temperament
2198,temparate,temperate
2199,temperture,temperature
2200,tendancies,tendencies
2201,tendancy,tendency
2202,tennisplayer,tennis_player
2203,tenacle,tentacle
2204,tenacles,tentacles
2205,terrestial,terrestrial
2206,terriories,territories
2207,terriory,territory
2208,territorist,terrorist
2209,tahn,than
2210,thna,than
2211,taht,that
2212,tath,that
2213,thgat,that
2214,thta,that
2215,tyhat,that
2216,tghe,the
2217,ther,the
2218,thge,the
2219,tje,the
2220,tjhe,the
2221,theather,theater
2222,theather,theatre
2223,ther,their
2224,theri,their
2225,thier,their
2226,themselfs,themselves
2227,thne,then
2228,theologist,theologian
2229,ther,there
2230,theese,these
2231,tehy,they
2232,tyhe,they
2233,thikning,thickening
2234,theif,thief
2235,theives,thieves
2236,thign,thing
2237,thnig,thing
2238,thigns,things
2239,thigsn,things
2240,thnigs,things
2241,thikn,think
2242,thiunk,think
2243,tihkn,think
2244,thikning,thinking
2245,thikns,thinks
2246,thrid,third
2247,thsi,this
2248,tihs,this
2249,throughly,thoroughly
2250,ethose,those
2251,thsoe,those
2252,threee,three
2253,threshhold,threshold
2254,throught,through
2255,thru,through
2256,throught,throughout
2257,tiem,time
2258,timne,time
2259,tiome,time
2260,tobbaco,tobacco
2261,todya,today
2262,todays,today's
2263,tolerence,tolerance
2264,tomatos,tomatoes
2265,tiome,tome
2266,tommorow,tomorrow
2267,tommorrow,tomorrow
2268,tongiht,tonight
2269,tourch,torch
2270,tornados,tornadoes
2271,toriodal,toroidal
2272,tourch,touch
2273,towrad,toward
2274,twon,town
2275,traditionaly,traditionally
2276,trafic,traffic
2277,trafficed,trafficked
2278,transcendance,transcendence
2279,trancendent,transcendent
2280,transcendant,transcendent
2281,transcendentational,transcendental
2282,trancending,transcending
2283,transending,transcending
2284,transcripting,transcribing
2285,transcripting,transcription
2286,transfered,transferred
2287,transfering,transferring
2288,translater,translator
2289,translaters,translators
2290,transmissable,transmissible
2291,tremelo,tremolo
2292,triology,trilogy
2293,troups,troops
2294,troups,troupes
2295,truely,truly
2296,turnk,trunk
2297,turnk,turnkey
2298,tyrany,tyranny
2299,tyrrany,tyranny
2300,ubiquitious,ubiquitous
2301,uncertainity,uncertainty
2302,unconcious,unconscious
2303,unconciousness,unconsciousness
2304,unconvential,unconventional
2305,undecideable,undecidable
2306,unforetunately,unfortunately
2307,unfortunatly,unfortunately
2308,unilatreal,unilateral
2309,unilatreally,unilaterally
2310,univeristies,universities
2311,univesities,universities
2312,univeristy,university
2313,univesity,university
2314,unneccesarily,unnecessarily
2315,unneccessarily,unnecessarily
2316,unnecesarily,unnecessarily
2317,unecessary,unnecessary
2318,unneccessary,unnecessary
2319,unnecesary,unnecessary
2320,unplesant,unpleasant
2321,unrepentent,unrepentant
2322,unsed,unsaid
2323,unsubstanciated,unsubstantiated
2324,unsuccessfull,unsuccessful
2325,unsucesful,unsuccessful
2326,unsucessfull,unsuccessful
2327,unsucesfuly,unsuccessfully
2328,unsucessfully,unsuccessfully
2329,unsuprised,unsurprised
2330,unsuprized,unsurprised
2331,unsurprized,unsurprised
2332,unsuprising,unsurprising
2333,unsuprizing,unsurprising
2334,unsurprizing,unsurprising
2335,untill,until
2336,unuseable,unusable
2337,unsed,unused
2338,unweildly,unwieldy
2339,unwieldly,unwieldy
2340,apon,upon
2341,useable,usable
2342,useage,usage
2343,uise,use
2344,useage,use
2345,unsed,used
2346,usefull,useful
2347,usefuly,usefully
2348,useing,using
2349,usally,usually
2350,usualy,usually
2351,vaccum,vacuum
2352,vaccume,vacuum
2353,agina,vagina
2354,valuble,valuable
2355,valueable,valuable
2356,varities,varieties
2357,varity,variety
2358,vegitable,vegetable
2359,vegitables,vegetables
2360,vengance,vengeance
2361,venemous,venomous
2362,meranda,veranda
2363,verfication,verification
2364,veyr,very
2365,vrey,very
2366,vyer,very
2367,vyre,very
2368,vacinity,vicinity
2369,vigeur,vigor
2370,vigourous,vigorous
2371,vigeur,vigour
2372,villify,vilify
2373,villian,villain
2374,villin,villain
2375,villin,villein
2376,villin,villi
2377,visable,visible
2378,visably,visibly
2379,visting,visiting
2380,volcanoe,volcano
2381,volcanos,volcanoes
2382,volontary,voluntary
2383,volonteer,volunteer
2384,volounteer,volunteer
2385,volonteered,volunteered
2386,volounteered,volunteered
2387,volonteering,volunteering
2388,volounteering,volunteering
2389,volonteers,volunteers
2390,volounteers,volunteers
2391,watn,want
2392,wnat,want
2393,wanna,want_to
2394,wnated,wanted
2395,wnats,wants
2396,warrent,warrant
2397,wass,was
2398,ws,was
2399,wasnt,wasn't
2400,weaponary,weaponry
2401,mear,wear
2402,wether,weather
2403,wierd,weird
2404,waht,what
2405,whta,what
2406,wehn,when
2407,whereever,wherever
2408,wether,whether
2409,hwihc,which
2410,whcih,which
2411,whic,which
2412,whihc,which
2413,wich,which
2414,hwile,while
2415,hwole,whole
2416,wohle,whole
2417,wholy,wholly
2418,weild,wield
2419,weilded,wielded
2420,wief,wife
2421,weild,wild
2422,iwll,will
2423,wiull,will
2424,wintery,wintry
2425,wich,witch
2426,iwth,with
2427,wiht,with
2428,witht,with
2429,wtih,with
2430,withdrawl,withdraw
2431,withdrawl,withdrawal
2432,withing,within
2433,womens,women's
2434,wont,won't
2435,wont,wont
2436,owrk,work
2437,wokr,work
2438,wrok,work
2439,wokring,working
2440,wroking,working
2441,worstened,worsened
2442,owudl,would
2443,woudl,would
2444,rwite,write
2445,wriet,write
2446,wirting,writing
2447,writen,written
2448,wroet,wrote
2449,eyar,year
2450,yera,year
2451,eyars,years
2452,eyasr,years
2453,yeasr,years
2454,yeras,years
2455,yersa,years
